,nr,q_nr,theory_nr,theory,question,answer,meta_folder,meta_file,meta_depth,meta_id,D_maxD,D_NFact,D_NRule,Q_Dep,Q_Len,Q_strategy,Q_proofs,formulated_facts_str,formulated_rules_str,resulted_new_facts_list,formulated_query_list,answer_code,answer_LLM
10,9055,8,431,"Charlie is smart. Dave is rough. Erin is big. Erin is round. Erin is smart. Fiona is cold. Fiona is round. All rough things are cold. All round, cold things are rough. Smart things are big. If something is round and not rough then it is blue. Rough things are blue. If something is big and not cold then it is red. If something is round and big then it is red. All blue things are smart. If something is big and not round then it is not smart.",Fiona is big.,True,OWA,train,5,AttNeg-OWA-D5-637,5,7,9,4,6,proof,[(((((((((triple7 triple6) -> rule2)) -> rule5)) -> rule8)) -> rule3))],"1. Smart(Charlie)
2. Rough(Dave)
3. Big(Erin)
4. Round(Erin)
5. Smart(Erin)
6. Cold(Fiona)
7. Round(Fiona)
","1. IF Cold(thing) THEN Rough(thing)
2. IF Round(thing) AND NOT Rough(thing) THEN Blue(thing)
3. IF Big(thing) THEN Smart(thing)
4. IF Big(thing) AND NOT Round(thing) THEN Red(thing)
5. IF Round(thing) AND Big(thing) THEN Red(thing)
6. IF Blue(thing) THEN Smart(thing)
7. IF NOT Big(thing) THEN NOT Smart(thing)
","1. Smart(Charlie)
2. Rough(Dave)
3. Big(Erin)
4. Round(Erin)
5. Smart(Erin)
6. Cold(Fiona)
7. Round(Fiona)
8. NOTHING.
","1. Big(Fiona)
",False,False
11,19809,8,937,"Charlie is not furry. Charlie is smart. Charlie is young. Dave is young. Fiona is not blue. Harry is red. Harry is not rough. Rough, smart things are red. Rough things are smart. Green, red things are smart. If something is red then it is green. All smart, red things are green. Red, blue things are green. If something is young then it is blue. Furry things are young. Smart, green things are furry.",Harry is young.,True,OWA,test,5,AttNeg-OWA-D5-587,5,7,9,4,8,proof,[(((((((((triple6) -> rule4) triple6) -> rule3) ((triple6) -> rule4)) -> rule9)) -> rule8))],"1. Not(Furry)(Charlie)
2. Smart(Charlie)
3. Young(Charlie)
4. Young(Dave)
5. Not(Blue)(Fiona)
6. Red(Harry)
7. Not(Rough)(Harry)
","1. IF Rough(thing) AND Smart(thing) THEN Red(thing)
2. IF Rough(thing) THEN Smart(thing)
3. IF Green(thing) AND Red(thing) THEN Green(thing)
4. IF Red(thing) THEN Green(thing)
5. IF Young(thing) THEN Blue(thing)
6. IF Furry(thing) THEN Young(thing)
7. IF Smart(thing) AND Green(thing) THEN Furry(thing)
","1. Not(Furry)(Charlie)
2. Smart(Charlie)
3. Young(Charlie)
4. Young(Dave)
5. Not(Blue)(Fiona)
6. Red(Harry)
7. Not(Rough)(Harry)
8. NOTHING.
","1. Young(Harry)
",False,False
12,2653,8,122,"Anne is blue. Erin is quiet. Fiona is big. Fiona is furry. Fiona is nice. Harry is furry. Harry is not rough. Round things are blue. If something is round and not big then it is not nice. Quiet things are nice. All blue, round things are nice. Nice, rough things are round. If something is furry then it is round. Furry, blue things are quiet. Nice things are furry. If something is round and blue then it is not rough.",Erin is blue.,True,OWA,test,5,AttNeg-OWA-D5-259,5,7,9,4,5,proof,[(((((((((triple2) -> rule3)) -> rule8)) -> rule6)) -> rule1))],"1. Blue(Anne)
2. Quiet(Erin)
3. Big(Fiona)
4. Furry(Fiona)
5. Nice(Fiona)
6. Furry(Harry)
7. Not Rough(Harry)
","1. IF Round(thing) THEN Blue(thing)
2. IF Not Big(thing) THEN Not Nice(thing)
3. IF Quiet(thing) THEN Nice(thing)
4. IF Blue(thing) AND Round(thing) THEN Nice(thing)
5. IF Furry(thing) THEN Round(thing)
6. IF Blue(thing) AND Furry(thing) THEN Quiet(thing)
7. IF Round(thing) AND Blue(thing) THEN Not Rough(thing)
","1. Blue(Anne)
2. Quiet(Erin)
3. Big(Fiona)
4. Furry(Fiona)
5. Nice(Fiona)
6. Furry(Harry)
7. Not Rough(Harry)
8. NOTHING
","1. Blue(Erin)
",False,False
13,2217,8,102,"Charlie is kind. Charlie is nice. Charlie is quiet. Dave is rough. Dave is white. Erin is nice. Gary is not white. If something is cold then it is not furry. If Charlie is quiet then Charlie is nice. Kind things are white. Nice things are kind. If something is rough then it is kind. Cold, quiet things are rough. All cold things are quiet. If something is white and nice then it is cold. If Erin is cold then Erin is nice.",Erin is quiet.,True,OWA,test,5,AttNeg-OWA-D5-112,5,7,9,4,6,proof,[(((((((((triple6) -> rule4)) -> rule3) triple6) -> rule8)) -> rule7))],"1. Kind(Charlie)
2. Nice(Charlie)
3. Quiet(Charlie)
4. Rough(Dave)
5. White(Dave)
6. Nice(Erin)
7. Not White(Gary)
","1. IF Cold(thing) THEN Not Furry(thing)
2. IF Quiet(Charlie) THEN Nice(Charlie)
3. IF Kind(thing) THEN White(thing)
4. IF Nice(thing) THEN Kind(thing)
5. IF Rough(thing) THEN Kind(thing)
6. IF Cold(thing) THEN Quiet(thing)
7. IF White(thing) AND Nice(thing) THEN Cold(thing)
8. IF Cold(Erin) THEN Nice(Erin)
","1. Kind(Charlie)
2. Nice(Charlie)
3. Quiet(Charlie)
4. Rough(Dave)
5. White(Dave)
6. Nice(Erin)
7. Not White(Gary)
8. NOTHING
","1. Quiet(Erin)
",False,False
14,15667,8,749,"Anne is furry. Anne is green. Charlie is green. Charlie is not red. Erin is red. Erin is rough. Gary is green. All nice, smart people are green. If Anne is smart then Anne is nice. Green people are round. If Gary is round then Gary is not nice. If someone is green and not nice then they are not rough. If Erin is green and Erin is not round then Erin is red. All smart, red people are not furry. All round, red people are furry. If someone is round and not rough then they are red.",Gary is red.,True,OWA,train,5,AttNeg-OWA-D5-18,5,7,9,4,8,proof,[(((((triple7) -> rule3) ((triple7 ((((triple7) -> rule3)) -> rule4)) -> rule5)) -> rule9))],"1. Furry(Anne)
2. Green(Anne)
3. Green(Charlie)
4. Not Red(Charlie)
5. Red(Erin)
6. Rough(Erin)
7. Green(Gary)
","1. IF Green(people) THEN Round(people)
2. IF Smart(Anne) THEN Nice(Anne)
3. IF Round(Gary) THEN Not Nice(Gary)
4. IF Green(Erin) AND Not Round(Erin) THEN Red(Erin)
5. IF Smart(people) AND Red(people) THEN Furry(people)
6. IF Round(people) AND Not Furry(people) THEN Red(people)
","1. Furry(Anne)
2. Green(Anne)
3. Green(Charlie)
4. Not Red(Charlie)
5. Red(Erin)
6. Rough(Erin)
7. Green(Gary)
8. NOTHING
","1. Red(Gary)
",False,False
15,15371,8,727,"Anne is cold. Anne is smart. Bob is not big. Erin is kind. Erin is not smart. Gary is kind. Gary is white. If someone is big then they are nice. If someone is big then they are nice. Green, smart people are nice. All smart people are green. All nice people are big. White, cold people are not big. All cold people are smart. All nice, kind people are not white. Nice, big people are kind.",Anne is kind.,True,OWA,test,5,AttNeg-OWA-D5-634,5,7,9,4,10,proof,[(((((((triple2) -> rule4) triple2) -> rule3) ((((((triple2) -> rule4) triple2) -> rule3)) -> rule5)) -> rule9) OR ((((((triple2) -> rule4) triple2) -> rule3) ((((((triple2) -> rule4) ((triple1) -> rule7)) -> rule3)) -> rule5)) -> rule9) OR ((((((triple2) -> rule4) ((triple1) -> rule7)) -> rule3) ((((((triple2) -> rule4) triple2) -> rule3)) -> rule5)) -> rule9) OR ((((((((triple1) -> rule7)) -> rule4) triple2) -> rule3) ((((((triple2) -> rule4) triple2) -> rule3)) -> rule5)) -> rule9) OR ((((((triple2) -> rule4) ((triple1) -> rule7)) -> rule3) ((((((triple2) -> rule4) ((triple1) -> rule7)) -> rule3)) -> rule5)) -> rule9) OR ((((((((triple1) -> rule7)) -> rule4) triple2) -> rule3) ((((((triple2) -> rule4) ((triple1) -> rule7)) -> rule3)) -> rule5)) -> rule9) OR ((((((((triple1) -> rule7)) -> rule4) ((triple1) -> rule7)) -> rule3) ((((((triple2) -> rule4) triple2) -> rule3)) -> rule5)) -> rule9) OR ((((((((triple1) -> rule7)) -> rule4) ((triple1) -> rule7)) -> rule3) ((((((triple2) -> rule4) ((triple1) -> rule7)) -> rule3)) -> rule5)) -> rule9) OR ((((((triple2) -> rule4) triple2) -> rule3) ((((((((triple1) -> rule7)) -> rule4) triple2) -> rule3)) -> rule5)) -> rule9) OR ((((((triple2) -> rule4) triple2) -> rule3) ((((((((triple1) -> rule7)) -> rule4) ((triple1) -> rule7)) -> rule3)) -> rule5)) -> rule9) OR ((((((triple2) -> rule4) ((triple1) -> rule7)) -> rule3) ((((((((triple1) -> rule7)) -> rule4) triple2) -> rule3)) -> rule5)) -> rule9) OR ((((((((triple1) -> rule7)) -> rule4) triple2) -> rule3) ((((((((triple1) -> rule7)) -> rule4) triple2) -> rule3)) -> rule5)) -> rule9) OR ((((((triple2) -> rule4) ((triple1) -> rule7)) -> rule3) ((((((((triple1) -> rule7)) -> rule4) ((triple1) -> rule7)) -> rule3)) -> rule5)) -> rule9) OR ((((((((triple1) -> rule7)) -> rule4) triple2) -> rule3) ((((((((triple1) -> rule7)) -> rule4) ((triple1) -> rule7)) -> rule3)) -> rule5)) -> rule9) OR ((((((((triple1) -> rule7)) -> rule4) ((triple1) -> rule7)) -> rule3) ((((((((triple1) -> rule7)) -> rule4) triple2) -> rule3)) -> rule5)) -> rule9) OR ((((((((triple1) -> rule7)) -> rule4) ((triple1) -> rule7)) -> rule3) ((((((((triple1) -> rule7)) -> rule4) ((triple1) -> rule7)) -> rule3)) -> rule5)) -> rule9))],"1. Cold(Anne)
2. Smart(Anne)
3. NotBig(Bob)
4. Kind(Erin)
5. NotSmart(Erin)
6. Kind(Gary)
7. White(Gary)
","1. IF Big(person) THEN Nice(person)
2. IF Big(person) THEN Nice(person)
3. IF Green(person) AND Smart(person) THEN Nice(person)
4. IF Smart(person) THEN Green(person)
5. IF Big(person) THEN Nice(person)
6. IF Not White(person) THEN Nice(person)
7. IF Kind(person) THEN Big(person)
","1. Cold(Anne)
2. Smart(Anne)
3. NotBig(Bob)
4. Kind(Erin)
5. NotSmart(Erin)
6. Kind(Gary)
7. White(Gary)
8. NOTHING
","1. Kind(Anne)
",False,False
16,2993,8,144,Anne is nice. Charlie is blue. Charlie is nice. Charlie is red. Gary is blue. Gary is white. Harry is cold. All young people are blue. If someone is young and not smart then they are not red. All blue people are red. If someone is white and young then they are red. If someone is red and blue then they are white. If someone is red then they are cold. If someone is nice then they are cold. If someone is smart and cold then they are young. If someone is cold then they are young.,Anne is red.,True,OWA,train,5,AttNeg-OWA-D5-819,5,7,9,4,5,proof,[(((((((((triple1) -> rule7)) -> rule9)) -> rule1)) -> rule3))],"1. Nice(Anne)
2. Blue(Charlie)
3. Nice(Charlie)
4. Red(Charlie)
5. Blue(Gary)
6. White(Gary)
7. Cold(Harry)
","1. IF Young(people) THEN Blue(people)
2. IF Not Smart(person) THEN Not Red(person)
3. IF Blue(person) THEN Red(person)
4. IF White(person) AND Young(person) THEN Red(person)
5. IF Red(person) THEN White(person)
6. IF Red(person) THEN Cold(person)
7. IF Nice(person) THEN Cold(person)
8. IF Smart(person) AND Cold(person) THEN Young(person)
9. IF Cold(person) THEN Young(person)
","1. Nice(Anne)
2. Blue(Charlie)
3. Nice(Charlie)
4. Red(Charlie)
5. Blue(Gary)
6. White(Gary)
7. Cold(Harry)
8. NOTHING
","1. Red(Anne)
",False,False
17,7329,8,346,"Anne is nice. Anne is smart. Charlie is green. Fiona is nice. Fiona is round. Fiona is white. Harry is blue. White, kind things are nice. If something is smart and kind then it is green. If something is round and kind then it is white. Smart things are kind. Nice, white things are kind. Round things are kind. If something is nice then it is smart. All white things are round. If Charlie is green then Charlie is white.",Charlie is nice.,True,OWA,test,5,AttNeg-OWA-D5-439,5,7,9,4,7,proof,[(((((triple3) -> rule9) ((((((triple3) -> rule9)) -> rule8)) -> rule6)) -> rule1))],"1. Nice(Anne)
2. Smart(Anne)
3. Green(Charlie)
4. Nice(Fiona)
5. Round(Fiona)
6. White(Fiona)
7. Blue(Harry)
","1. IF White(thing) THEN Nice(thing)
2. IF Smart(thing) AND Kind(thing) THEN Green(thing)
3. IF Round(thing) AND Kind(thing) THEN White(thing)
4. IF Kind(thing) THEN Smart(thing)
5. IF Nice(thing) THEN Smart(thing)
6. IF White(thing) THEN Round(thing)
7. IF Green(Charlie) THEN White(Charlie)
","1. Nice(Anne)
2. Smart(Anne)
3. Green(Charlie)
4. Nice(Fiona)
5. Round(Fiona)
6. White(Fiona)
7. Blue(Harry)
8. NOTHING
","1. Nice(Charlie)
",False,False
18,9797,8,463,"Anne is not green. Anne is rough. Bob is blue. Bob is quiet. Dave is not blue. Fiona is not blue. Fiona is nice. If something is green and rough then it is not blue. All nice, kind things are rough. All blue, nice things are not rough. All nice things are green. If something is white then it is green. All green things are kind. All rough things are not white. Blue things are not nice. If something is nice and not white then it is quiet.",Fiona is not white.,True,OWA,dev,5,AttNeg-OWA-D5-320,5,7,9,4,6,proof,[(((((triple7 ((((triple7) -> rule4)) -> rule6)) -> rule2)) -> rule7))],"1. Not(Green)(Anne)
2. Rough(Anne)
3. Blue(Bob)
4. Quiet(Bob)
5. Not(Blue)(Dave)
6. Not(Blue)(Fiona)
7. Nice(Fiona)
","1. IF Green(thing) AND Rough(thing) THEN NotBlue(thing)
2. IF Nice(thing) AND Kind(thing) THEN Rough(thing)
3. IF Blue(thing) THEN NotNice(thing)
4. IF Green(thing) THEN White(thing)
5. IF Kind(thing) THEN Green(thing)
6. IF Rough(thing) THEN NotWhite(thing)
7. IF Nice(thing) AND NotWhite(thing) THEN Quiet(thing)
","1. Not(Green)(Anne)
2. Rough(Anne)
3. Blue(Bob)
4. Quiet(Bob)
5. Not(Blue)(Dave)
6. Not(Blue)(Fiona)
7. Nice(Fiona)
8. NOTHING.
","1. Not(White)(Fiona)
",False,False
19,18667,8,883,"Bob is round. Charlie is round. Fiona is furry. Fiona is round. Fiona is smart. Fiona is young. Gary is red. Kind people are red. Round people are kind. If someone is young then they are cold. If someone is red then they are cold. All young people are round. Cold, red people are smart. All smart, kind people are young. All smart, cold people are furry. If someone is smart and not kind then they are not furry.",Charlie is smart.,True,OWA,test,5,AttNeg-OWA-D5-787,5,7,9,4,8,proof,[(((((((((triple2) -> rule2)) -> rule1)) -> rule4) ((((triple2) -> rule2)) -> rule1)) -> rule6))],"1. Round(Bob)
2. Round(Charlie)
3. Furry(Fiona)
4. Round(Fiona)
5. Smart(Fiona)
6. Young(Fiona)
7. Red(Gary)
","1. IF Kind(people) THEN Red(people)
2. IF Round(people) THEN Kind(people)
3. IF Young(person) THEN Cold(person)
4. IF Red(person) THEN Cold(person)
5. IF Young(person) THEN Round(person)
6. IF Cold(person) AND Red(person) THEN Smart(person)
7. IF Smart(person) AND Kind(person) THEN Young(person)
8. IF Smart(person) AND Cold(person) THEN Furry(person)
9. IF Not Furry(person) AND Smart(person) THEN Not Kind(person)
","1. Round(Bob)
2. Round(Charlie)
3. Furry(Fiona)
4. Round(Fiona)
5. Smart(Fiona)
6. Young(Fiona)
7. Red(Gary)
8. NOTHING
","1. Smart(Charlie)
",False,False
20,2963,8,139,"Anne is blue. Bob is blue. Bob is green. Bob is smart. Dave is big. Dave is nice. Fiona is smart. If something is nice then it is not green. Quiet, blue things are big. If something is blue then it is young. If something is nice then it is quiet. Young things are blue. If Anne is young then Anne is quiet. If Dave is young then Dave is green. All big, quiet things are nice. If Fiona is blue then Fiona is not green.",Anne is nice.,True,OWA,dev,5,AttNeg-OWA-D5-1220,5,7,9,4,9,proof,[(((((((((triple1) -> rule3)) -> rule6) triple1) -> rule2) ((((triple1) -> rule3)) -> rule6)) -> rule8))],"1. Blue(Anne)
2. Blue(Bob)
3. Green(Bob)
4. Smart(Bob)
5. Big(Dave)
6. Nice(Dave)
7. Smart(Fiona)
","1. IF Nice(something) THEN Not Green(something)
2. IF Quiet, Blue(thing) THEN Big(thing)
3. IF Blue(thing) THEN Young(thing)
4. IF Nice(thing) THEN Quiet(thing)
5. IF Young(thing) THEN Blue(thing)
6. IF Anne is Young(Anne) THEN Quiet(Anne)
7. IF Dave is Young(Dave) THEN Green(Dave)
8. IF Big, Quiet(thing) THEN Nice(thing)
9. IF Blue(Fiona) THEN Not Green(Fiona)
","1. Blue(Anne)
2. Blue(Bob)
3. Green(Bob)
4. Smart(Bob)
5. Big(Dave)
6. Nice(Dave)
7. Smart(Fiona)
8. NOTHING.
","1. Nice(Anne)
",False,False
21,55083,8,2619,"Anne is furry. Anne is rough. Charlie is furry. Fiona is quiet. Fiona is red. Fiona is young. Harry is red. Young things are rough. Rough things are furry. White things are young. Young things are white. If something is red then it is white. Quiet, big things are red. Furry things are red. If something is furry and white then it is big. If Fiona is red and Fiona is quiet then Fiona is rough.",Charlie is rough.,True,OWA,train,5,AttNeg-OWA-D5-986,5,7,9,4,5,proof,[(((((((((triple3) -> rule7)) -> rule5)) -> rule3)) -> rule1))],"1. Furry(Anne)
2. Rough(Anne)
3. Furry(Charlie)
4. Quiet(Fiona)
5. Red(Fiona)
6. Young(Fiona)
7. Red(Harry)
","1. IF Young(thing) THEN Rough(thing)
2. IF Furry(thing) THEN White(thing)
3. IF White(thing) THEN Young(thing)
4. IF Red(thing) THEN White(thing)
5. IF Big(thing) THEN Red(thing)
6. IF Furry(thing) AND White(thing) THEN Big(thing)
7. IF Red(Fiona) AND Quiet(Fiona) THEN Rough(Fiona)
","1. Furry(Anne)
2. Rough(Anne)
3. Furry(Charlie)
4. Quiet(Fiona)
5. Red(Fiona)
6. Young(Fiona)
7. Red(Harry)
8. NOTHING
","1. Rough(Charlie)
",False,False
22,24647,8,1177,"Bob is big. Dave is red. Dave is young. Fiona is blue. Harry is blue. Harry is kind. Harry is red. If someone is big then they are red. If someone is cold and not quiet then they are red. Cold, blue people are red. If someone is blue then they are big. If someone is red then they are young. If someone is kind then they are not cold. All kind people are not cold. If someone is young and blue then they are kind. If Fiona is kind then Fiona is blue.",Fiona is kind.,True,OWA,train,5,AttNeg-OWA-D5-796,5,7,9,4,6,proof,[(((((((((triple4) -> rule4)) -> rule1)) -> rule5) triple4) -> rule8))],"1. Big(Bob)
2. Red(Dave)
3. Young(Dave)
4. Blue(Fiona)
5. Blue(Harry)
6. Kind(Harry)
7. Red(Harry)
","1. IF Big(person) THEN Red(person)
2. IF Cold(person) AND Not Quiet(person) THEN Red(person)
3. IF Cold(person) AND Blue(person) THEN Red(person)
4. IF Blue(person) THEN Big(person)
5. IF Red(person) THEN Young(person)
6. IF Kind(person) THEN Not Cold(person)
7. IF Kind(person) THEN All(person)
8. IF Young(person) AND Blue(person) THEN Kind(person)
9. IF Fiona(person) AND Kind(person) THEN Blue(person)
","1. Big(Bob)
2. Red(Dave)
3. Young(Dave)
4. Blue(Fiona)
5. Blue(Harry)
6. Kind(Harry)
7. Red(Harry)
8. NOTHING
","1. Kind(Fiona)
",False,True
23,19247,8,911,Charlie is nice. Fiona is big. Fiona is green. Fiona is kind. Fiona is nice. Gary is red. Harry is red. If someone is big then they are red. If Gary is nice and Gary is green then Gary is blue. If someone is big then they are nice. If someone is kind and red then they are big. If Fiona is red and Fiona is green then Fiona is blue. All green people are big. If someone is red then they are green. If Fiona is nice then Fiona is blue. If someone is blue then they are kind.,Gary is blue.,True,OWA,test,5,AttNoneg-OWA-D5-671,5,7,9,4,7,proof,[(((((((((triple6) -> rule7)) -> rule6)) -> rule3) ((triple6) -> rule7)) -> rule2))],"1. Nice(Charlie)
2. Big(Fiona)
3. Green(Fiona)
4. Kind(Fiona)
5. Nice(Fiona)
6. Red(Gary)
7. Red(Harry)
","1. IF Big(someone) THEN Red(someone)
2. IF Gary is Nice AND Gary is Green THEN Blue(Gary)
3. IF Big(someone) THEN Nice(someone)
4. IF Kind(Fiona) AND Red(Fiona) THEN Big(Fiona)
5. IF Green(person) THEN Big(person)
6. IF Red(person) THEN Green(person)
7. IF Nice(Fiona) THEN Blue(Fiona)
8. IF Blue(person) THEN Kind(person)
","1. Nice(Charlie)
2. Big(Fiona)
3. Green(Fiona)
4. Kind(Fiona)
5. Nice(Fiona)
6. Red(Gary)
7. Red(Harry)
","1. Blue(Gary)
",False,False
24,20189,8,962,"Dave is white. Erin is round. Fiona is blue. Fiona is cold. Fiona is quiet. Fiona is white. Harry is quiet. Round, white people are blue. Cold, young people are blue. All quiet people are cold. All smart, quiet people are young. If someone is round then they are white. Cold people are smart. All blue people are quiet. All quiet people are smart. If Fiona is cold then Fiona is white.",Erin is smart.,True,OWA,train,5,AttNoneg-OWA-D5-1020,5,7,9,4,6,proof,[(((((((triple2 ((triple2) -> rule5)) -> rule1)) -> rule7)) -> rule8) OR ((((((((triple2 ((triple2) -> rule5)) -> rule1)) -> rule7)) -> rule3)) -> rule6))],"1. White(Dave)
2. Round(Erin)
3. Blue(Fiona)
4. Cold(Fiona)
5. Quiet(Fiona)
6. White(Fiona)
7. Quiet(Harry)
","1. IF Round(white) THEN Blue(white)
2. IF Cold(young) THEN Blue(young)
3. IF Quiet(people) THEN Cold(people)
4. IF Smart(quiet) THEN Young(quiet)
5. IF Round(person) THEN White(person)
6. IF Cold(person) THEN Smart(person)
7. IF Blue(person) THEN Quiet(person)
8. IF Quiet(person) THEN Smart(person)
9. IF Cold(Fiona) THEN White(Fiona)
","1. White(Dave)
2. Round(Erin)
3. Blue(Fiona)
4. Cold(Fiona)
5. Quiet(Fiona)
6. White(Fiona)
7. Quiet(Harry)
8. NOTHING.
","1. Smart(Erin)
",False,False
25,26795,8,1280,"Bob is smart. Dave is nice. Dave is quiet. Dave is smart. Erin is blue. Erin is white. Gary is white. Red people are smart. Smart, white people are nice. Blue, nice people are quiet. Blue people are white. If someone is kind and red then they are white. If Bob is red and Bob is smart then Bob is white. If someone is kind then they are red. Blue people are kind. If Bob is white then Bob is blue.",Erin is nice.,True,OWA,train,5,AttNeg-OWA-D5-915,5,7,9,4,6,proof,[(((((((((triple5) -> rule8)) -> rule7)) -> rule1) triple6) -> rule2) OR ((((((((triple5) -> rule8)) -> rule7)) -> rule1) ((triple5) -> rule4)) -> rule2) OR ((((((((triple5) -> rule8)) -> rule7)) -> rule1) ((((triple5) -> rule8) ((((triple5) -> rule8)) -> rule7)) -> rule5)) -> rule2))],"1. Smart(Bob)
2. Nice(Dave)
3. Quiet(Dave)
4. Smart(Dave)
5. Blue(Erin)
6. White(Gary)
","1. IF Smart(people) THEN Nice(people)
2. IF White(people) THEN Nice(people)
3. IF Kind(people) THEN Red(people)
4. IF Red(people) THEN White(people)
5. IF Kind(Bob) THEN White(Bob)
6. IF White(Bob) THEN Blue(Bob)
7. IF Blue(people) THEN Kind(people)
8. IF Blue(Bob) THEN White(Bob)
","1. Smart(Bob)
2. Nice(Dave)
3. Quiet(Dave)
4. Smart(Dave)
5. Blue(Erin)
6. White(Gary)
7. NOTHING
","1. Nice(Erin)
",False,False
26,37999,8,1810,"Anne is young. Bob is white. Charlie is cold. Charlie is nice. Charlie is young. Fiona is not nice. Fiona is white. Nice people are furry. Quiet, cold people are furry. If Bob is quiet and Bob is furry then Bob is young. All quiet people are cold. If someone is young then they are cold. All furry, cold people are quiet. White people are quiet. Young people are kind. All nice people are white.",Bob is young.,True,OWA,train,5,AttNeg-OWA-D5-752,5,7,9,4,9,proof,[(((((triple2) -> rule7) ((((triple2) -> rule7) ((((triple2) -> rule7)) -> rule4)) -> rule2)) -> rule3))],"1. Young(Anne)
2. White(Bob)
3. Cold(Charlie)
4. Nice(Charlie)
5. Young(Charlie)
6. Not Nice(Fiona)
7. White(Fiona)
","1. IF Furry(people) THEN Young(people)
2. IF Quiet(Bob) AND Furry(Bob) THEN Young(Bob)
3. IF Cold(people) THEN Quiet(people)
4. IF Young(Bob) THEN Cold(Bob)
5. IF Furry(people) AND Cold(people) THEN Quiet(people)
6. IF White(people) THEN Quiet(people)
7. IF Kind(people) THEN White(people)
","1. Young(Anne)
2. White(Bob)
3. Cold(Charlie)
4. Nice(Charlie)
5. Young(Charlie)
6. Not Nice(Fiona)
7. White(Fiona)
8. NOTHING.
","1. Young(Bob)
",False,False
27,37625,8,1793,"Bob is blue. Charlie is red. Erin is blue. Erin is cold. Erin is red. Fiona is nice. Fiona is red. If Erin is rough then Erin is blue. If Erin is kind then Erin is rough. All blue, rough people are nice. If Charlie is red and Charlie is cold then Charlie is rough. Furry people are blue. If someone is red then they are cold. Rough, red people are kind. If someone is rough then they are furry. Blue people are nice.",Charlie is blue.,True,OWA,train,5,AttNoneg-OWA-D5-6,5,7,9,4,6,proof,[(((((((triple2 ((triple2) -> rule6)) -> rule4)) -> rule8)) -> rule5))],"1. Blue(Bob)
2. Red(Charlie)
3. Blue(Erin)
4. Cold(Erin)
5. Red(Erin)
6. Nice(Fiona)
7. Red(Fiona)
","1. IF Rough(Erin) THEN Blue(Erin)
2. IF Kind(Erin) THEN Rough(Erin)
3. IF Blue(people) THEN Nice(people)
4. IF Cold(Charlie) AND Cold(Charlie) THEN Rough(Charlie)
5. IF Furry(people) THEN Blue(people)
6. IF Red(someone) THEN Cold(someone)
7. IF Rough(someone) THEN Kind(someone)
8. IF Rough(Erin) THEN Blue(Erin)
","1. Blue(Bob)
2. Red(Charlie)
3. Blue(Erin)
4. Cold(Erin)
5. Red(Erin)
6. Nice(Fiona)
7. Red(Fiona)
8. NOTHING.
","1. Blue(Charlie)
",False,False
28,14113,8,676,The bald eagle visits the lion. The dog is round. The dog does not need the lion. The dog visits the tiger. The lion is red. The tiger needs the bald eagle. The tiger does not visit the dog. If someone is blue and rough then they eat the bald eagle. If someone is red then they are round. If someone eats the dog then the dog is red. If someone visits the bald eagle then the bald eagle needs the dog. If the bald eagle needs the lion then the lion is nice. If someone is nice then they eat the dog. If someone is red then they are nice. If someone needs the bald eagle and they are not nice then they need the tiger. If someone is round and not rough then they need the tiger.,The dog is nice.,True,OWA,train,5,RelNeg-OWA-D5-844,5,7,9,4,5,proof,[(((((((((triple5) -> rule7)) -> rule6)) -> rule3)) -> rule7))],"1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Red(Lion)
5. Need(Tiger, BaldEagle)
6. Visit(Dog, Tiger)
","1. IF Blue(person) AND Rough(person) THEN Eat(bald eagle)
2. IF Red(person) THEN Round(person)
3. IF Eat(dog) THEN Red(dog)
4. IF Visit(bald eagle) THEN Need(dog)
5. IF Need(bald eagle) AND Not Nice(bald eagle) THEN Need(tiger)
6. IF Nice(person) THEN Eat(dog)
7. IF Red(person) THEN Nice(person)
8. IF Need(bald eagle) AND Not Nice(bald eagle) THEN Need(tiger)
","1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Red(Lion)
5. Need(Tiger, BaldEagle)
6. Visit(Dog, Tiger)
","1. Nice(dog)
",False,True
